CFE data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action. The information and data was obtained from sources believed to be reliable but accuracy is not guaranteed. Your use of CFE data is subject to the Terms and Conditions of CBOE's Websites.
Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
08/24/2015,K (May 16),0.00,19.00,22.00,0.00,20.5000,20.50,0,0,0
08/25/2015,K (May 16),0.00,18.80,21.45,0.00,20.1000,-0.40,0,0,0
08/26/2015,K (May 16),21.00,21.00,20.75,21.00,20.3750,0.28,1,0,1
08/27/2015,K (May 16),0.00,20.40,20.55,0.00,20.6250,0.25,0,0,1
08/28/2015,K (May 16),21.25,21.65,21.10,21.26,21.5250,0.90,2,0,2
08/31/2015,K (May 16),0.00,21.90,21.75,0.00,22.3250,0.80,0,0,2
09/01/2015,K (May 16),23.20,23.85,23.20,23.20,23.9000,1.58,1,0,3
09/02/2015,K (May 16),0.00,23.55,23.60,0.00,21.0750,-2.82,0,0,3
09/03/2015,K (May 16),22.25,23.25,22.25,23.25,23.0750,2.00,47,0,47
09/04/2015,K (May 16),23.50,23.80,23.45,23.55,23.6250,0.55,25,0,59
09/08/2015,K (May 16),0.00,23.15,23.15,0.00,20.8750,-2.75,3,0,62
09/09/2015,K (May 16),22.60,23.00,22.45,23.00,22.9000,2.02,25,0,71
09/10/2015,K (May 16),23.20,23.20,22.90,22.90,22.6000,-0.30,67,0,136
09/11/2015,K (May 16),0.00,22.70,22.75,0.00,22.6250,0.02,0,0,136
09/14/2015,K (May 16),22.70,22.75,22.70,22.70,22.5000,-0.12,1,0,136
09/15/2015,K (May 16),22.15,22.55,21.54,21.54,20.3750,-2.12,221,0,319
09/16/2015,K (May 16),21.15,21.45,20.70,21.20,20.4250,0.05,11,0,321
09/17/2015,K (May 16),20.70,20.91,19.89,20.78,20.8750,0.45,418,0,438
09/18/2015,K (May 16),21.50,21.60,20.85,21.40,21.5000,0.62,282,0,525
09/21/2015,K (May 16),21.25,21.55,20.95,20.95,20.8750,-0.62,245,0,573
09/22/2015,K (May 16),21.45,21.95,21.10,21.50,21.5500,0.68,580,0,950
09/23/2015,K (May 16),21.45,21.80,21.15,21.16,21.2750,-0.28,91,0,957
09/24/2015,K (May 16),21.50,22.06,21.20,21.61,21.7250,0.45,273,0,1026
09/25/2015,K (May 16),21.10,22.00,21.10,21.90,21.8750,0.15,157,0,1132
09/28/2015,K (May 16),22.20,22.70,21.75,22.40,22.4250,0.55,426,0,1390
09/29/2015,K (May 16),22.30,22.76,22.23,22.55,22.6500,0.22,589,0,1495
09/30/2015,K (May 16),22.25,22.60,22.20,22.30,22.3500,-0.30,598,0,1984
10/01/2015,K (May 16),22.03,22.60,21.98,22.17,22.1000,-0.25,291,0,1710
10/02/2015,K (May 16),22.03,22.55,21.60,21.79,21.5750,-0.52,287,0,1886
10/05/2015,K (May 16),21.80,21.80,20.79,20.85,20.8250,-0.75,483,0,2296
10/06/2015,K (May 16),20.88,21.15,20.65,21.10,21.0750,0.25,260,0,2328
10/07/2015,K (May 16),20.90,21.15,20.66,20.66,20.6250,-0.45,246,0,2444
10/08/2015,K (May 16),20.75,20.95,20.10,20.30,20.2750,-0.35,529,0,2383
10/09/2015,K (May 16),20.30,20.60,20.18,20.35,20.3250,0.05,207,0,2420
10/12/2015,K (May 16),20.31,20.35,19.65,19.75,19.6000,-0.72,356,0,2414
10/13/2015,K (May 16),19.60,20.40,19.60,20.40,20.3750,0.78,210,0,2429
10/14/2015,K (May 16),20.35,20.90,20.30,20.65,20.6250,0.25,339,0,2616
10/15/2015,K (May 16),20.55,20.55,19.70,19.70,19.7000,-0.92,218,0,2648
