ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
ADM,1,25,0.501,0.0707,0.4853,0.2553,0.5212,495,0.5263
BG,1,25,0.4933,0.0645,0.4684,0.2647,0.5038,373,0.5181
CPB,1,25,0.5041,0.0614,0.5202,0.2579,0.5313,392,0.4883
CASY,1,25,0.5302,0.0546,0.542,0.2566,0.593,309,0.5276
CHD,1,25,0.4946,0.0616,0.4879,0.2635,0.5425,334,0.5232
CLX,1,25,0.5098,0.0843,0.5344,0.2588,0.5848,404,0.5092
KO,1,25,0.5136,0.063,0.5174,0.2549,0.5513,537,0.5206
CL,1,25,0.5016,0.0807,0.5219,0.2606,0.5609,353,0.5156
CAG,1,25,0.4914,0.0688,0.5116,0.2549,0.4749,340,0.4851
STZ,1,25,0.4876,0.0453,0.5113,0.2641,0.5535,356,0.5048
DG,1,25,0.5079,0.0556,0.513,0.2585,0.5143,316,0.5016
DLTR,1,25,0.4946,0.0643,0.5111,0.2589,0.481,219,0.5016
EL,1,25,0.5041,0.0709,0.5124,0.2585,0.3862,316,0.4997
GIS,1,25,0.513,0.0726,0.5452,0.2587,0.5835,469,0.5029
HSY,1,25,0.5295,0.0659,0.5195,0.2587,0.4924,328,0.506
HRL,1,25,0.4768,0.0637,0.4826,0.2689,0.3674,514,0.5009
KDP,1,23,0.4955,0.0613,0.5058,0.2588,0.478,261,0.5107
KMB,1,25,0.4984,0.0601,0.5169,0.2595,0.545,611,0.5054
KHC,1,25,0.5022,0.0632,0.5336,0.2542,0.5573,430,0.5079
KR,1,25,0.5219,0.0481,0.5398,0.2555,0.567,442,0.5111
MKC,1,25,0.5003,0.0561,0.4977,0.2619,0.576,410,0.5054
APA,1,25,0.4857,0.0599,0.4845,0.256,0.6192,157,0.5156
BKR,1,18,0.4965,0.0571,0.508,0.2574,0.5038,370,0.5282
CVX,1,25,0.5264,0.0422,0.5072,0.2616,0.5187,441,0.5352
COP,1,25,0.4902,0.0569,0.5023,0.2616,0.5352,282,0.5048
DVN,1,25,0.487,0.0648,0.4924,0.2604,0.4387,193,0.5086
FANG,1,25,0.5314,0.0692,0.4949,0.2556,0.5493,586,0.5327
EOG,1,25,0.5181,0.0608,0.5124,0.259,0.4699,384,0.5067
EQT,1,25,0.48,0.0698,0.5175,0.2596,0.5497,263,0.5029
XOM,1,25,0.5245,0.0647,0.5068,0.261,0.5967,410,0.5162
HAL,1,25,0.5035,0.0453,0.4878,0.2587,0.4575,275,0.5073
KMI,1,25,0.4832,0.0574,0.5008,0.2603,0.5472,287,0.5048
MPC,1,25,0.5251,0.0594,0.4988,0.2579,0.5248,510,0.5359
OXY,1,25,0.4844,0.0472,0.512,0.2597,0.6338,144,0.4921
OKE,1,25,0.52,0.062,0.5117,0.2556,0.6061,644,0.5346
PSX,1,25,0.5111,0.0613,0.511,0.2549,0.5639,293,0.5175
SLB,1,25,0.4952,0.0498,0.4962,0.261,0.4878,188,0.506
TRGP,1,25,0.5225,0.0594,0.4954,0.2604,0.5442,654,0.5479
TPL,1,25,0.48,0.0871,0.504,0.2724,0.5363,678,0.5327
VLO,1,25,0.506,0.0609,0.4993,0.26,0.5047,409,0.5137
AES,1,25,0.5105,0.0553,0.5099,0.2607,0.4543,275,0.499
LNT,1,25,0.4997,0.0643,0.5182,0.2675,0.548,404,0.5143
AEE,1,25,0.4863,0.0451,0.4829,0.2586,0.4745,240,0.5225
AEP,1,25,0.5257,0.0777,0.5267,0.2592,0.5502,571,0.5206
AWK,1,25,0.5054,0.0621,0.5082,0.2587,0.511,405,0.513
ATO,1,25,0.5225,0.0579,0.5253,0.2563,0.5777,575,0.539
CNP,1,25,0.5168,0.0558,0.5137,0.2578,0.5649,425,0.5257
CMS,1,25,0.5111,0.0606,0.5134,0.2592,0.5407,636,0.5263
ED,1,25,0.5124,0.0579,0.5156,0.2641,0.5933,386,0.5181
DTE,1,25,0.5251,0.0599,0.5083,0.2582,0.5042,500,0.5422
DUK,1,25,0.5073,0.06,0.5045,0.2592,0.4593,509,0.5213
EIX,1,25,0.5073,0.0716,0.5188,0.2668,0.5047,451,0.5156
ETR,1,25,0.5137,0.0548,0.5117,0.2628,0.5552,628,0.5251
EVRG,1,24,0.5317,0.0645,0.5389,0.2601,0.57,508,0.541
ES,1,25,0.4952,0.061,0.5034,0.2613,0.4962,385,0.5086
EXC,1,25,0.506,0.0515,0.4998,0.2618,0.489,439,0.5168
ARE,1,25,0.5067,0.0601,0.5016,0.2623,0.5628,492,0.5041
AMT,1,25,0.5067,0.0618,0.5049,0.262,0.6144,267,0.5035
AVB,1,25,0.5016,0.0713,0.5246,0.2604,0.5684,392,0.513
BXP,1,25,0.5175,0.0697,0.5474,0.2649,0.5244,381,0.4997
CPT,1,25,0.4965,0.0668,0.4988,0.2653,0.4689,423,0.5162
CBRE,1,24,0.4947,0.0495,0.5201,0.2577,0.5466,356,0.5159
CSGP,1,25,0.513,0.0623,0.5147,0.26,0.5021,316,0.501
CCI,1,25,0.5048,0.05,0.4901,0.2539,0.5061,233,0.5098
EQR,1,25,0.4997,0.0519,0.5043,0.2594,0.5447,405,0.5067
ESS,1,25,0.5213,0.0497,0.5189,0.2606,0.5983,600,0.527
EXR,1,25,0.5003,0.061,0.501,0.2579,0.574,434,0.5117
FRT,1,25,0.499,0.0571,0.5101,0.2611,0.6004,429,0.506
DOC,1,25,0.52,0.0527,0.5208,0.2626,0.5617,258,0.4794
HST,1,25,0.5022,0.0495,0.5199,0.2608,0.5306,375,0.5016
INVH,1,25,0.5086,0.0448,0.5318,0.2567,0.5618,433,0.4927
IRM,1,25,0.5308,0.0618,0.5194,0.2536,0.6122,605,0.5409
ALB,1,25,0.52,0.0712,0.5316,0.2591,0.4547,255,0.5181
AMCR,1,20,0.5175,0.0473,0.5384,0.2601,0.5576,356,0.5
